,WageType,1 ADULT - 0,1 ADULT - 1,1 ADULT - 2,1 ADULT - 3,2 ADULTS(1 WORKING) - 0,2 ADULTS(1 WORKING) - 1,2 ADULTS(1 WORKING) - 2,2 ADULTS(1 WORKING) - 3,2 ADULTS(BOTH WORKING) - 0,2 ADULTS(BOTH WORKING) - 1,2 ADULTS(BOTH WORKING) - 2,2 ADULTS(BOTH WORKING) - 3,State,County
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Ness
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Ness
0,Living Wage,$15.75 ,$30.86 ,$38.07 ,$49.29 ,$25.25 ,$30.51 ,$36.26 ,$38.57 ,$12.63 ,$17.18 ,$21.98 ,$25.06 ,Kansas,Norton
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Norton
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Norton
0,Living Wage,$16.23 ,$31.37 ,$38.45 ,$49.79 ,$25.08 ,$31.15 ,$36.90 ,$39.47 ,$12.54 ,$17.43 ,$22.17 ,$25.31 ,Kansas,Osage
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Osage
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Osage
0,Living Wage,$15.75 ,$30.36 ,$37.05 ,$48.68 ,$24.97 ,$30.51 ,$36.26 ,$39.48 ,$12.49 ,$16.93 ,$21.47 ,$24.75 ,Kansas,Osborne
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Osborne
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Osborne
0,Living Wage,$15.89 ,$30.85 ,$37.85 ,$48.79 ,$24.73 ,$30.70 ,$36.44 ,$38.67 ,$12.37 ,$17.17 ,$21.87 ,$24.81 ,Kansas,Ottawa
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Ottawa
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Ottawa
0,Living Wage,$15.75 ,$30.72 ,$37.79 ,$49.66 ,$25.25 ,$30.51 ,$36.26 ,$39.36 ,$12.63 ,$17.11 ,$21.84 ,$25.24 ,Kansas,Pawnee
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Pawnee
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Pawnee
0,Living Wage,$16.31 ,$30.51 ,$37.36 ,$48.08 ,$25.25 ,$30.51 ,$36.26 ,$38.43 ,$12.63 ,$17.00 ,$21.62 ,$24.46 ,Kansas,Phillips
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Phillips
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Phillips
0,Living Wage,$17.09 ,$33.12 ,$41.12 ,$53.94 ,$25.95 ,$31.98 ,$37.73 ,$40.84 ,$12.98 ,$18.31 ,$23.50 ,$27.38 ,Kansas,Pottawatomie
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Pottawatomie
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Pottawatomie
0,Living Wage,$15.83 ,$31.29 ,$38.82 ,$50.95 ,$24.86 ,$30.62 ,$36.37 ,$39.26 ,$12.43 ,$17.40 ,$22.36 ,$25.89 ,Kansas,Pratt
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Pratt
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Pratt
0,Living Wage,$15.75 ,$30.95 ,$38.25 ,$49.42 ,$24.59 ,$30.51 ,$36.26 ,$38.43 ,$12.30 ,$17.22 ,$22.07 ,$25.12 ,Kansas,Rawlins
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Rawlins
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Rawlins
0,Living Wage,$15.55 ,$31.40 ,$38.64 ,$49.87 ,$24.98 ,$31.02 ,$36.77 ,$39.07 ,$12.49 ,$17.45 ,$22.26 ,$25.35 ,Kansas,Reno
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Reno
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Reno
0,Living Wage,$15.75 ,$30.63 ,$37.60 ,$49.32 ,$25.22 ,$30.51 ,$36.26 ,$39.30 ,$12.61 ,$17.06 ,$21.74 ,$25.07 ,Kansas,Republic
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Republic
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Republic
0,Living Wage,$15.75 ,$30.43 ,$37.20 ,$48.90 ,$25.04 ,$30.51 ,$36.26 ,$39.48 ,$12.52 ,$16.96 ,$21.54 ,$24.86 ,Kansas,Rice
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Rice
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Rice
0,Living Wage,$17.09 ,$33.51 ,$41.90 ,$55.11 ,$25.95 ,$31.98 ,$37.73 ,$40.84 ,$12.98 ,$18.50 ,$23.89 ,$27.97 ,Kansas,Riley
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Riley
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Riley
0,Living Wage,$15.75 ,$30.38 ,$37.10 ,$47.70 ,$24.59 ,$30.51 ,$36.26 ,$38.43 ,$12.30 ,$16.94 ,$21.49 ,$24.26 ,Kansas,Rooks
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Rooks
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Rooks
0,Living Wage,$15.75 ,$31.30 ,$38.95 ,$51.52 ,$24.94 ,$30.51 ,$36.26 ,$39.48 ,$12.47 ,$17.40 ,$22.42 ,$26.17 ,Kansas,Rush
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Rush
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Rush
0,Living Wage,$15.75 ,$31.04 ,$38.43 ,$50.23 ,$24.59 ,$30.51 ,$36.26 ,$38.98 ,$12.30 ,$17.27 ,$22.16 ,$25.53 ,Kansas,Russell
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Russell
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Russell
0,Living Wage,$15.78 ,$31.79 ,$39.26 ,$50.94 ,$25.10 ,$31.18 ,$36.93 ,$39.44 ,$12.55 ,$17.64 ,$22.57 ,$25.88 ,Kansas,Saline
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Saline
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Saline
0,Living Wage,$15.75 ,$30.53 ,$37.40 ,$48.32 ,$24.59 ,$30.51 ,$36.26 ,$38.60 ,$12.30 ,$17.01 ,$21.64 ,$24.57 ,Kansas,Scott
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Scott
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Scott
0,Living Wage,$15.91 ,$32.43 ,$40.15 ,$52.71 ,$25.47 ,$31.57 ,$37.31 ,$40.45 ,$12.74 ,$17.96 ,$23.02 ,$26.77 ,Kansas,Sedgwick
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Sedgwick
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Sedgwick
0,Living Wage,$16.14 ,$31.49 ,$38.82 ,$50.14 ,$24.98 ,$31.02 ,$36.77 ,$39.07 ,$12.49 ,$17.49 ,$22.35 ,$25.48 ,Kansas,Seward
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Seward
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Seward
0,Living Wage,$16.23 ,$31.93 ,$39.56 ,$51.46 ,$25.08 ,$31.15 ,$36.90 ,$39.47 ,$12.54 ,$17.71 ,$22.72 ,$26.15 ,Kansas,Shawnee
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Shawnee
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Shawnee
0,Living Wage,$15.75 ,$30.57 ,$37.48 ,$49.32 ,$24.86 ,$30.51 ,$36.26 ,$39.48 ,$12.43 ,$17.03 ,$21.68 ,$25.07 ,Kansas,Sheridan
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Sheridan
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Sheridan
0,Living Wage,$16.14 ,$31.36 ,$38.55 ,$49.74 ,$24.98 ,$31.02 ,$36.77 ,$39.07 ,$12.49 ,$17.43 ,$22.22 ,$25.28 ,Kansas,Sherman
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Sherman
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Sherman
0,Living Wage,$15.75 ,$30.56 ,$37.47 ,$49.26 ,$25.25 ,$30.51 ,$36.26 ,$39.44 ,$12.63 ,$17.03 ,$21.68 ,$25.04 ,Kansas,Smith
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Smith
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Smith
0,Living Wage,$15.75 ,$30.49 ,$37.33 ,$48.05 ,$24.59 ,$30.51 ,$36.26 ,$38.43 ,$12.30 ,$17.00 ,$21.61 ,$24.44 ,Kansas,Stafford
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Stafford
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Stafford
0,Living Wage,$15.78 ,$29.79 ,$35.88 ,$46.16 ,$24.63 ,$30.56 ,$36.30 ,$38.80 ,$12.31 ,$16.64 ,$20.88 ,$23.49 ,Kansas,Stanton
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Stanton
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Stanton
0,Living Wage,$15.81 ,$30.89 ,$38.05 ,$49.10 ,$24.65 ,$30.59 ,$36.34 ,$38.53 ,$12.32 ,$17.19 ,$21.97 ,$24.96 ,Kansas,Stevens
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Stevens
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Stevens
0,Living Wage,$15.43 ,$31.01 ,$38.04 ,$49.48 ,$24.83 ,$30.83 ,$36.58 ,$39.28 ,$12.42 ,$17.25 ,$21.96 ,$25.15 ,Kansas,Sumner
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Sumner
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Sumner
0,Living Wage,$15.75 ,$30.88 ,$38.10 ,$49.93 ,$24.59 ,$30.51 ,$36.26 ,$39.16 ,$12.30 ,$17.19 ,$21.99 ,$25.38 ,Kansas,Thomas
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Thomas
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Thomas
0,Living Wage,$15.75 ,$30.14 ,$36.62 ,$46.98 ,$24.59 ,$30.51 ,$36.26 ,$38.43 ,$12.30 ,$16.82 ,$21.25 ,$23.90 ,Kansas,Trego
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Trego
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Trego
0,Living Wage,$16.23 ,$31.21 ,$38.11 ,$49.29 ,$25.08 ,$31.15 ,$36.90 ,$39.47 ,$12.54 ,$17.35 ,$22.00 ,$25.06 ,Kansas,Wabaunsee
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Wabaunsee
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Wabaunsee
0,Living Wage,$15.75 ,$31.53 ,$39.39 ,$51.22 ,$24.59 ,$30.51 ,$36.26 ,$38.51 ,$12.30 ,$17.51 ,$22.64 ,$26.02 ,Kansas,Wallace
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Wallace
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Wallace
0,Living Wage,$15.75 ,$30.50 ,$37.34 ,$48.07 ,$24.96 ,$30.51 ,$36.26 ,$38.43 ,$12.48 ,$17.00 ,$21.62 ,$24.45 ,Kansas,Washington
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Washington
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Washington
0,Living Wage,$15.75 ,$30.36 ,$37.05 ,$48.68 ,$24.59 ,$30.51 ,$36.26 ,$39.48 ,$12.30 ,$16.93 ,$21.47 ,$24.75 ,Kansas,Wichita
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Wichita
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Wichita
0,Living Wage,$15.75 ,$30.02 ,$36.39 ,$47.68 ,$24.59 ,$30.51 ,$36.26 ,$39.48 ,$12.30 ,$16.76 ,$21.14 ,$24.25 ,Kansas,Wilson
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Wilson
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Wilson
0,Living Wage,$15.75 ,$29.69 ,$35.72 ,$45.63 ,$24.59 ,$30.51 ,$36.26 ,$38.43 ,$12.30 ,$16.59 ,$20.80 ,$23.23 ,Kansas,Woodson
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Woodson
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Woodson
0,Living Wage,$17.21 ,$34.00 ,$41.98 ,$55.15 ,$27.02 ,$32.86 ,$38.61 ,$42.09 ,$13.51 ,$18.75 ,$23.93 ,$27.99 ,Kansas,Wyandotte
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kansas,Wyandotte
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kansas,Wyandotte
0,Living Wage,$14.87 ,$29.14 ,$37.08 ,$49.28 ,$23.04 ,$27.94 ,$33.37 ,$36.33 ,$11.52 ,$16.29 ,$21.32 ,$25.12 ,Kentucky,Adair
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Adair
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Adair
0,Living Wage,$15.03 ,$28.59 ,$35.78 ,$46.90 ,$23.20 ,$28.15 ,$33.57 ,$36.22 ,$11.60 ,$16.02 ,$20.67 ,$23.93 ,Kentucky,Allen
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Allen
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Allen
0,Living Wage,$15.15 ,$29.79 ,$37.73 ,$49.99 ,$24.06 ,$28.60 ,$34.02 ,$37.05 ,$12.03 ,$16.62 ,$21.65 ,$25.48 ,Kentucky,Anderson
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Anderson
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Anderson
0,Living Wage,$14.86 ,$28.63 ,$35.81 ,$46.54 ,$23.23 ,$28.19 ,$33.61 ,$35.86 ,$11.61 ,$16.04 ,$20.69 ,$23.75 ,Kentucky,Ballard
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Ballard
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Ballard
0,Living Wage,$14.83 ,$29.11 ,$36.81 ,$48.58 ,$23.41 ,$28.14 ,$33.57 ,$36.33 ,$11.71 ,$16.27 ,$21.19 ,$24.77 ,Kentucky,Barren
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Barren
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Barren
0,Living Wage,$14.76 ,$28.82 ,$36.33 ,$47.35 ,$23.25 ,$28.05 ,$33.47 ,$35.69 ,$11.62 ,$16.13 ,$20.94 ,$24.16 ,Kentucky,Bath
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Bath
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Bath
0,Living Wage,$14.68 ,$27.17 ,$33.15 ,$43.16 ,$23.60 ,$27.94 ,$33.37 ,$36.11 ,$11.80 ,$15.31 ,$19.35 ,$22.06 ,Kentucky,Bell
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Bell
