,WageType,1 ADULT - 0,1 ADULT - 1,1 ADULT - 2,1 ADULT - 3,2 ADULTS(1 WORKING) - 0,2 ADULTS(1 WORKING) - 1,2 ADULTS(1 WORKING) - 2,2 ADULTS(1 WORKING) - 3,2 ADULTS(BOTH WORKING) - 0,2 ADULTS(BOTH WORKING) - 1,2 ADULTS(BOTH WORKING) - 2,2 ADULTS(BOTH WORKING) - 3,State,County,2022 Population Est
3145,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Lincoln,24360
3146,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Lincoln,24360
3147,Living Wage,$14.77 ,$28.50 ,$35.68 ,$46.38 ,$23.23 ,$28.06 ,$33.48 ,$35.70 ,$11.61 ,$15.97 ,$20.62 ,$23.67 ,Kentucky,Livingston,8963
3148,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Livingston,8963
3149,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Livingston,8963
3150,Living Wage,$14.72 ,$28.44 ,$35.62 ,$46.76 ,$23.26 ,$28.00 ,$33.42 ,$36.08 ,$11.63 ,$15.94 ,$20.59 ,$23.86 ,Kentucky,Logan,27877
3151,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Logan,27877
3152,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Logan,27877
3153,Living Wage,$14.68 ,$28.38 ,$35.57 ,$46.24 ,$23.20 ,$27.94 ,$33.37 ,$35.56 ,$11.60 ,$15.91 ,$20.56 ,$23.60 ,Kentucky,Lyon,9101
3154,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Lyon,9101
3155,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Lyon,9101
3156,Living Wage,$15.11 ,$30.32 ,$38.93 ,$51.88 ,$23.43 ,$28.46 ,$33.88 ,$36.93 ,$11.72 ,$16.88 ,$22.24 ,$26.42 ,Kentucky,Madison,95187
3157,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Madison,95187
3158,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Madison,95187
3159,Living Wage,$14.68 ,$28.71 ,$36.22 ,$47.30 ,$23.39 ,$27.94 ,$33.37 ,$35.64 ,$11.69 ,$16.08 ,$20.89 ,$24.13 ,Kentucky,Magoffin,11357
3160,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Magoffin,11357
3161,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Magoffin,11357
3162,Living Wage,$14.80 ,$28.55 ,$35.74 ,$46.45 ,$23.56 ,$28.11 ,$33.54 ,$35.77 ,$11.78 ,$16.00 ,$20.65 ,$23.70 ,Kentucky,Marion,19775
3163,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Marion,19775
3164,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Marion,19775
3165,Living Wage,$15.91 ,$28.98 ,$36.17 ,$46.99 ,$24.17 ,$28.55 ,$33.97 ,$36.31 ,$12.09 ,$16.21 ,$20.86 ,$23.97 ,Kentucky,Marshall,31777
3166,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Marshall,31777
3167,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Marshall,31777
3168,Living Wage,$14.78 ,$28.84 ,$36.35 ,$47.38 ,$23.14 ,$28.08 ,$33.50 ,$35.72 ,$11.57 ,$16.14 ,$20.95 ,$24.17 ,Kentucky,Martin,11095
3169,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Martin,11095
3170,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Martin,11095
3171,Living Wage,$14.83 ,$29.19 ,$36.99 ,$48.31 ,$23.40 ,$28.14 ,$33.57 ,$35.81 ,$11.70 ,$16.32 ,$21.27 ,$24.64 ,Kentucky,Mason,16930
3172,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Mason,16930
3173,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Mason,16930
3174,Living Wage,$15.47 ,$30.00 ,$37.71 ,$49.17 ,$23.87 ,$29.04 ,$34.46 ,$36.92 ,$11.94 ,$16.72 ,$21.63 ,$25.06 ,Kentucky,McCracken,67490
3175,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,McCracken,67490
3176,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,McCracken,67490
3177,Living Wage,$14.68 ,$29.14 ,$37.08 ,$48.51 ,$23.13 ,$27.94 ,$33.37 ,$35.56 ,$11.57 ,$16.29 ,$21.32 ,$24.73 ,Kentucky,McCreary,16701
3178,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,McCreary,16701
3179,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,McCreary,16701
3180,Living Wage,$15.63 ,$29.60 ,$36.79 ,$48.17 ,$23.97 ,$29.16 ,$34.58 ,$37.49 ,$11.98 ,$16.52 ,$21.17 ,$24.56 ,Kentucky,McLean,9105
3181,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,McLean,9105
3182,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,McLean,9105
3183,Living Wage,$15.34 ,$29.25 ,$36.43 ,$48.43 ,$23.81 ,$28.81 ,$34.23 ,$37.75 ,$11.91 ,$16.34 ,$20.99 ,$24.69 ,Kentucky,Meade,30001
3184,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Meade,30001
3185,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Meade,30001
3186,Living Wage,$14.68 ,$28.71 ,$36.22 ,$47.50 ,$23.13 ,$27.94 ,$33.37 ,$35.84 ,$11.57 ,$16.08 ,$20.89 ,$24.23 ,Kentucky,Menifee,6250
3187,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Menifee,6250
3188,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Menifee,6250
3189,Living Wage,$14.78 ,$29.27 ,$37.21 ,$49.54 ,$23.14 ,$28.08 ,$33.50 ,$36.60 ,$11.57 ,$16.36 ,$21.38 ,$25.25 ,Kentucky,Mercer,22902
3190,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Mercer,22902
3191,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Mercer,22902
3192,Living Wage,$14.68 ,$28.38 ,$35.57 ,$46.24 ,$23.61 ,$27.94 ,$33.37 ,$35.56 ,$11.81 ,$15.91 ,$20.56 ,$23.60 ,Kentucky,Metcalfe,10370
3193,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Metcalfe,10370
3194,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Metcalfe,10370
3195,Living Wage,$14.68 ,$28.38 ,$35.57 ,$46.38 ,$23.04 ,$27.94 ,$33.37 ,$35.70 ,$11.52 ,$15.91 ,$20.56 ,$23.67 ,Kentucky,Monroe,11355
3196,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Monroe,11355
3197,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Monroe,11355
3198,Living Wage,$15.02 ,$29.18 ,$36.69 ,$48.16 ,$23.53 ,$28.41 ,$33.84 ,$36.50 ,$11.77 ,$16.31 ,$21.12 ,$24.56 ,Kentucky,Montgomery,28367
3199,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Montgomery,28367
3200,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Montgomery,28367
3201,Living Wage,$14.68 ,$28.71 ,$36.22 ,$47.57 ,$23.65 ,$27.94 ,$33.37 ,$35.91 ,$11.82 ,$16.08 ,$20.89 ,$24.26 ,Kentucky,Morgan,14120
3202,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Morgan,14120
3203,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Morgan,14120
3204,Living Wage,$14.68 ,$28.38 ,$35.57 ,$46.24 ,$23.17 ,$27.94 ,$33.37 ,$35.56 ,$11.59 ,$15.91 ,$20.56 ,$23.60 ,Kentucky,Muhlenberg,30455
3205,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Muhlenberg,30455
3206,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Muhlenberg,30455
3207,Living Wage,$15.03 ,$28.86 ,$36.05 ,$47.88 ,$23.40 ,$28.42 ,$33.84 ,$37.20 ,$11.70 ,$16.15 ,$20.80 ,$24.42 ,Kentucky,Nelson,47392
3208,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Nelson,47392
3209,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Nelson,47392
3210,Living Wage,$14.68 ,$29.14 ,$37.08 ,$48.53 ,$23.04 ,$27.94 ,$33.37 ,$35.59 ,$11.52 ,$16.29 ,$21.32 ,$24.75 ,Kentucky,Nicholas,7805
3211,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Nicholas,7805
3212,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Nicholas,7805
3213,Living Wage,$14.68 ,$28.38 ,$35.57 ,$47.16 ,$23.28 ,$27.94 ,$33.37 ,$36.48 ,$11.64 ,$15.91 ,$20.56 ,$24.06 ,Kentucky,Ohio,23527
3214,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Ohio,23527
3215,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Ohio,23527
3216,Living Wage,$16.02 ,$31.10 ,$39.04 ,$51.62 ,$25.02 ,$29.91 ,$35.33 ,$38.67 ,$12.51 ,$17.27 ,$22.30 ,$26.29 ,Kentucky,Oldham,69431
3217,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Oldham,69431
3218,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Oldham,69431
3219,Living Wage,$14.68 ,$29.14 ,$37.08 ,$48.57 ,$23.04 ,$27.94 ,$33.37 ,$35.62 ,$11.52 ,$16.29 ,$21.32 ,$24.76 ,Kentucky,Owen,11290
3220,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Owen,11290
3221,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Owen,11290
3222,Living Wage,$14.68 ,$28.71 ,$36.22 ,$47.32 ,$23.13 ,$27.94 ,$33.37 ,$35.66 ,$11.57 ,$16.08 ,$20.89 ,$24.14 ,Kentucky,Owsley,3929
3223,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Owsley,3929
3224,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Owsley,3929
3225,Living Wage,$15.67 ,$31.09 ,$39.03 ,$51.73 ,$24.54 ,$29.89 ,$35.31 ,$38.79 ,$12.27 ,$17.26 ,$22.29 ,$26.35 ,Kentucky,Pendleton,14676
3226,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Pendleton,14676
3227,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Pendleton,14676
3228,Living Wage,$14.68 ,$27.87 ,$34.54 ,$45.44 ,$23.60 ,$27.94 ,$33.37 ,$36.31 ,$11.80 ,$15.65 ,$20.05 ,$23.20 ,Kentucky,Perry,27361
3229,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Perry,27361
3230,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Perry,27361
3231,Living Wage,$15.38 ,$28.57 ,$35.57 ,$46.14 ,$23.53 ,$28.31 ,$33.74 ,$36.02 ,$11.76 ,$16.00 ,$20.56 ,$23.55 ,Kentucky,Pike,56286
3232,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Pike,56286
3233,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Pike,56286
3234,Living Wage,$15.42 ,$29.37 ,$37.31 ,$49.02 ,$23.60 ,$28.18 ,$33.60 ,$36.07 ,$11.80 ,$16.41 ,$21.43 ,$24.99 ,Kentucky,Powell,13083
3235,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Powell,13083
3236,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Powell,13083
3237,Living Wage,$14.57 ,$30.07 ,$38.68 ,$51.15 ,$23.24 ,$28.21 ,$33.63 ,$36.20 ,$11.62 ,$16.75 ,$22.12 ,$26.06 ,Kentucky,Pulaski,65795
3238,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Pulaski,65795
3239,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Pulaski,65795
3240,Living Wage,$14.68 ,$28.71 ,$36.22 ,$47.22 ,$23.04 ,$27.94 ,$33.37 ,$35.56 ,$11.52 ,$16.08 ,$20.89 ,$24.09 ,Kentucky,Robertson,2229
3241,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Robertson,2229
3242,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Robertson,2229
3243,Living Wage,$14.87 ,$28.71 ,$36.22 ,$47.90 ,$23.04 ,$27.94 ,$33.37 ,$36.24 ,$11.52 ,$16.08 ,$20.89 ,$24.43 ,Kentucky,Rockcastle,16242
3244,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Rockcastle,16242
3245,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Rockcastle,16242
3246,Living Wage,$14.96 ,$29.09 ,$36.61 ,$47.70 ,$23.88 ,$28.33 ,$33.75 ,$36.04 ,$11.94 ,$16.27 ,$21.08 ,$24.33 ,Kentucky,Rowan,24388
3247,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Rowan,24388
3248,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Rowan,24388
3249,Living Wage,$15.10 ,$29.14 ,$37.08 ,$48.98 ,$23.28 ,$27.94 ,$33.37 ,$36.03 ,$11.64 ,$16.29 ,$21.32 ,$24.97 ,Kentucky,Russell,18178
3250,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Russell,18178
3251,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Russell,18178
3252,Living Wage,$15.87 ,$31.04 ,$38.98 ,$51.83 ,$24.77 ,$29.85 ,$35.27 ,$38.88 ,$12.39 ,$17.24 ,$22.27 ,$26.39 ,Kentucky,Scott,59099
3253,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Scott,59099
3254,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Scott,59099
3255,Living Wage,$15.74 ,$30.71 ,$38.65 ,$50.90 ,$24.23 ,$29.52 ,$34.94 ,$37.95 ,$12.12 ,$17.08 ,$22.10 ,$25.93 ,Kentucky,Shelby,48886
3256,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Shelby,48886
3257,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Shelby,48886
3258,Living Wage,$15.21 ,$29.12 ,$36.31 ,$47.43 ,$23.60 ,$28.68 ,$34.11 ,$36.75 ,$11.80 ,$16.28 ,$20.93 ,$24.19 ,Kentucky,Simpson,19949
3259,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Simpson,19949
3260,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Simpson,19949
3261,Living Wage,$16.02 ,$31.10 ,$39.04 ,$51.62 ,$25.02 ,$29.91 ,$35.33 ,$38.67 ,$12.51 ,$17.27 ,$22.30 ,$26.29 ,Kentucky,Spencer,20204
3262,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Spencer,20204
3263,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Spencer,20204
3264,Living Wage,$15.03 ,$29.81 ,$38.42 ,$50.83 ,$23.20 ,$27.94 ,$33.37 ,$35.88 ,$11.60 ,$16.62 ,$21.99 ,$25.89 ,Kentucky,Taylor,26407
3265,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Taylor,26407
3266,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Taylor,26407
3267,Living Wage,$14.68 ,$28.38 ,$35.57 ,$46.71 ,$23.04 ,$27.94 ,$33.37 ,$36.03 ,$11.52 ,$15.91 ,$20.56 ,$23.84 ,Kentucky,Todd,12404
3268,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Todd,12404
3269,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Kentucky,Todd,12404
3270,Living Wage,$15.46 ,$29.99 ,$37.18 ,$49.50 ,$24.47 ,$29.55 ,$34.98 ,$38.82 ,$12.24 ,$16.72 ,$21.37 ,$25.23 ,Kentucky,Trigg,14332
3271,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Kentucky,Trigg,14332
